"Home.Postal.Code","Reference.Code","Student.Number","Sex","Module.Language","Module.Duration","Module.City","module.lat","module.long","Module.Country","Home.Region","city","state","latitude","longitude"
"28216","CWQU7715","2015-001-500974","Male","Chinese","Summer","Shanghai","31.2304","121.4737","China","North Carolina","Charlotte","NC",35.286967,-80.87903
"28307","ECRU9194","2015-001-501697","Female","Arabic","Year","Marrakesh","31.6295","7.9811","Morocco","North Carolina","Fort Bragg","NC",35.142321,-79.01225
"28374","WGGT7431","2015-001-503372","Female","Russian","Summer","Chisinau","47.0105","28.8638","Moldova","North Carolina","Pinehurst","NC",35.195417,-79.46496
"28409","MAEV6613","2015-001-501037","Female","Chinese","Summer","Deyang","31.1269","104.3979","China","North Carolina","Wilmington","NC",34.169953,-77.87113
"28618","BTFJ8118","2015-001-503008","Male","Chinese","Summer","Zhuhai","22.271","113.5767","China","North Carolina","Deep Gap","NC",36.197882,-81.52276
"28714","JZEG4221","2015-001-501023","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","North Carolina","Burnsville","NC",35.891276,-82.30008
"28778","VJPJ1596","2015-001-501780","Male","Hindi","Year","Indore","22.7196","75.8577","India","North Carolina","Swannanoa","NC",35.60243,-82.40531
"28804","PJFH8161","2015-001-500736","Female","Persian (Tajik)","Summer","Dushanbe","38.5598","68.787","Tajikistan","North Carolina","Asheville","NC",35.635844,-82.55992
"29072","EBKM8571","2015-001-501448","Female","Russian","Summer","Chisinau","47.0105","28.8638","Moldova","South Carolina","Lexington","SC",33.991362,-81.25047
"29073","RFFH4415","2015-001-500552","Female","Chinese","Summer","Jiaxing","30.7539","120.7585","China","South Carolina","Lexington","SC",33.917812,-81.21854
"29206","YKPC9782","2015-001-511281","Female","Russian","Summer","Moscow","55.7558","37.6173","Russia","South Carolina","Columbia","SC",34.037557,-80.96024
"29482","STPV1984","2015-001-500771","Male","Chinese","Summer","Deyang","31.1269","104.3979","China","South Carolina","Sullivans Island","SC",32.763456,-79.83791
"29526","WJPH7147","2015-001-502978","Female","Korean","Summer","Jeonju","35.8242","127.148","South Korea","South Carolina","Conway","SC",33.850218,-79.01692
"29579","TQRA9865","2015-001-503740","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","South Carolina","Myrtle Beach","SC",33.729439,-78.97824
"29631","NSWV3638","2015-001-502609","Male","Korean","Summer","Songdo","37.3839","126.6439","South Korea","South Carolina","Clemson","SC",34.681255,-82.82176
"29651","BHNC4529","2015-001-503727","Male","Russian","Summer","Moscow","55.7558","37.6173","Russia","South Carolina","Greer","SC",34.937356,-82.22117
"30004","ADUS7431","2015-001-511298","Male","Russian","Summer","Moscow","55.7558","37.6173","Russia","Georgia","Alpharetta","GA",34.119177,-84.30292
"30033","KGHF1991","2015-001-502843","Female","Arabic","Summer","Amman","31.9454","35.9284","Jordan","Georgia","Decatur","GA",33.811354,-84.28335
"30039","DDZA1411","2015-001-500782","Male","Korean","Year","Seoul","37.5665","126.978","South Korea","Georgia","Snellville","GA",33.822204,-84.03707
"30040","KSTH3995","2015-001-501604","Female","Hindi","Summer","Indore","22.7196","75.8577","India","Georgia","Cumming","GA",34.235408,-84.17441
"30078","JBJG4329","2015-001-500922","Female","Arabic","Summer","Muscat","23.5859","58.4059","Oman","Georgia","Snellville","GA",33.860955,-84.01807
"30084","WXKE6161","2015-001-500947","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Georgia","Tucker","GA",33.853853,-84.22036
"30135","CTCN6178","2015-001-501441","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Georgia","Douglasville","GA",33.701554,-84.73756
"30305","TAZM3362","2015-001-503861","Male","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Georgia","Atlanta","GA",33.830054,-84.38472
"30316","NSCY8547","2015-001-503473","Male","Chinese","Summer","Hangzhou","30.2741","120.1551","China","Georgia","Atlanta","GA",33.729506,-84.34087
"30318","YUYG6387","2015-001-503292","Male","Chinese","Summer","Zhuhai","22.271","113.5767","China","Georgia","Atlanta","GA",33.786805,-84.437
"30327","FUCC7387","2015-001-503064","Female","Arabic","Summer","Marrakesh","31.6295","7.9811","Morocco","Georgia","Atlanta","GA",33.86427,-84.41972
"30327","YJUS2337","2015-001-502880","Male","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Georgia","Atlanta","GA",33.86427,-84.41972
"30338","UCWD1464","2015-001-501692","Female","Persian (Tajik)","Summer","Dushanbe","38.5598","68.787","Tajikistan","Georgia","Atlanta","GA",33.942751,-84.31769
"30338","MQXU3835","2015-001-501042","Female","Chinese","Summer","Deyang","31.1269","104.3979","China","Georgia","Atlanta","GA",33.942751,-84.31769
"30350","EMNA9982","2015-001-501994","Female","Chinese","Year","Beijing","39.9042","116.4074","China","Georgia","Atlanta","GA",33.97285,-84.32775
"30813","CDGV2498","2015-001-502831","Female","Russian","Summer","Narva","59.3797","28.1791","Estonia","Texas","Grovetown","GA",33.459489,-82.20102
"31211","RPFX9575","2015-001-501587","Female","Chinese","Summer","Jiaxing","30.7539","120.7585","China","Georgia","Macon","GA",32.878304,-83.59963
"32082","NRWR9624","2015-001-502967","Male","Turkish","Summer","Ankara","39.9334","32.8597","Turkey","Florida","Ponte Vedra Beach","FL",30.189934,-81.38213
"32086","DWKM3792","2015-001-501061","Female","Chinese","Summer","Shanghai","31.2304","121.4737","China","Florida","Saint Augustine","FL",29.811123,-81.30987
"32174","HAFW6885","2015-001-511306","Female","Russian","Summer","Moscow","55.7558","37.6173","Russia","Florida","Ormond Beach","FL",29.284924,-81.10296
"32210","VESE1636","2015-001-500724","Female","Chinese","Summer","Xiamen","24.4798","118.0894","China","Florida","Jacksonville","FL",30.268572,-81.73987
"32223","HUKN7337","2015-001-501698","Female","Russian","Summer","Narva","59.3797","28.1791","Estonia","Florida","Jacksonville","FL",30.159091,-81.63073
"32233","ZWYA9448","2015-001-500497","Female","Russian","Summer","Kirov","58.4199","50.2097","Russia","Florida","Atlantic Beach","FL",30.343407,-81.40949
"32561","ETUM5738","2015-001-501284","Female","Persian (Tajik)","Summer","Dushanbe","38.5598","68.787","Tajikistan","Florida","Gulf Breeze","FL",30.375469,-87.09013
"32578","VFBT4478","2015-001-501267","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Florida","Niceville","FL",30.500901,-86.45335
"32578","DXKH4325","2015-001-502318","Male","Chinese","Year","Kaohsiung","22.6273","120.3014","Taiwan","Florida","Niceville","FL",30.500901,-86.45335
"32968","MFBN3163","2015-001-501141","Female","Chinese","Summer","Xiamen","24.4798","118.0894","China","Florida","Vero Beach","FL",27.594718,-80.45722
"33073","XPHM4819","2015-001-502608","Female","Chinese","Summer","Jiaxing","30.7539","120.7585","China","Florida","Pompano Beach","FL",26.305433,-80.18287
"33170","CQCB6417","2015-001-501068","Female","Chinese","Summer","Jiaxing","30.7539","120.7585","China","Florida","Miami","FL",25.559785,-80.41664
"33317","JURV2494","2015-001-503442","Female","Chinese","Summer","Suzhou","31.299","120.5853","China","Florida","Fort Lauderdale","FL",26.113664,-80.22376
"33326","CZSY6827","2015-001-501362","Male","Chinese","Summer","Nanjing","32.0603","118.7969","China","Florida","Weston","FL",26.112366,-80.37697
"33332","PKMR5287","2015-001-503708","Female","Chinese","Summer","Xiamen","24.4798","118.0894","China","Florida","Fort Lauderdale","FL",26.049367,-80.40885
"33437","XYBS6514","2015-001-501662","Female","Chinese","Summer","Xiamen","24.4798","118.0894","China","Florida","Boynton Beach","FL",26.522249,-80.15031
"33616","JHYZ9118","2015-001-501074","Female","Korean","Summer","Songdo","37.3839","126.6439","South Korea","Florida","Tampa","FL",27.869251,-82.52226
"33626","MZMK1683","2015-001-502128","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Florida","Tampa","FL",28.052799,-82.61135
"33928","XCZH1361","2015-001-500995","Male","Arabic","Summer","Amman","31.9454","35.9284","Jordan","Florida","Estero","FL",26.425671,-81.80196
"34744","YYDW9373","2015-001-503287","Female","Chinese","Summer","Deyang","31.1269","104.3979","China","Florida","Kissimmee","FL",28.308979,-81.37594
"34786","FYGC2157","2015-001-503086","Male","Korean","Summer","Seoul","37.5665","126.978","South Korea","Florida","Windermere","FL",28.495982,-81.5362
"35226","XVPE4685","2015-001-511294","Female","Russian","Summer","Moscow","55.7558","37.6173","Russia","Alabama","Birmingham","AL",33.406409,-86.8295
"35405","UMAE7175","2015-001-502960","Female","Korean","Year","Seoul","37.5665","126.978","South Korea","Alabama","Tuscaloosa","AL",33.149246,-87.52303
"35801","SDJW9945","2015-001-502672","Male","Korean","Summer","Seoul","37.5665","126.978","South Korea","Alabama","Huntsville","AL",34.72879,-86.57316
"36117","CKTG8726","2015-001-502086","Female","Chinese","Summer","Xiamen","24.4798","118.0894","China","Alabama","Montgomery","AL",32.373714,-86.16443
"36117","ZANP7965","2015-001-503139","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Alabama","Montgomery","AL",32.373714,-86.16443
"37146","MXWB3584","2015-001-502117","Female","Arabic","Year","Marrakesh","31.6295","7.9811","Morocco","Tennessee","Pleasant View","TN",36.393153,-87.0285
"37931","PPKU6197","2015-001-502369","Male","Chinese","Summer","Nanjing","32.0603","118.7969","China","Tennessee","Knoxville","TN",35.976063,-84.1182
"37932","RPTF2986","2015-001-501565","Female","Chinese","Year","Changzhou","31.8112","119.9741","China","Tennessee","Knoxville","TN",35.919695,-84.17255
"37934","FDED6948","2015-001-502580","Male","Russian","Summer","Chisinau","47.0105","28.8638","Moldova","Tennessee","Knoxville","TN",35.87,-84.17
"38017","EYCV8112","2015-001-501643","Female","Chinese","Summer","Nanjing","32.0603","118.7969","China","Tennessee","Collierville","TN",35.057224,-89.67417
"38116","YPTF5277","2015-001-502835","Female","Chinese","Summer","Deyang","31.1269","104.3979","China","Tennessee","Memphis","TN",35.03319,-90.01128
"38138","DTGZ5291","2015-001-501636","Female","Arabic","Summer","Muscat","23.5859","58.4059","Oman","Tennessee","Germantown","TN",35.088885,-89.80677
"39402","JWTQ7556","2015-001-511289","Female","Russian","Summer","Moscow","55.7558","37.6173","Russia","Mississippi","Hattiesburg","MS",31.325437,-89.37926
"39452","GXZM2337","2015-001-502889","Female","Russian","Summer","Chisinau","47.0105","28.8638","Moldova","Mississippi","Lucedale","MS",30.873353,-88.58869
"39701","FTPT6676","2015-001-503184","Male","Russian","Summer","Narva","59.3797","28.1791","Estonia","Mississippi","Columbus","MS",33.492107,-88.43746
"40004","HPEV7813","2015-001-500907","Male","Chinese","Summer","Deyang","31.1269","104.3979","China","Kentucky","Bardstown","KY",37.81109,-85.46164
"40142","QPGP8856","2015-001-501561","Male","Chinese","Year","Beijing","39.9042","116.4074","China","Kentucky","Guston","KY",37.894075,-86.20383
"40206","FKUN1748","2015-001-503447","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Kentucky","Louisville","KY",38.254671,-85.70254
"40214","UQBK7671","2015-001-501375","Male","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Kentucky","Louisville","KY",38.160936,-85.77624
"40245","DSWF8632","2015-001-503429","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Kentucky","Louisville","KY",38.270855,-85.48322
"40324","VFMK3689","2015-001-503107","Female","Hindi","Summer","Indore","22.7196","75.8577","India","Kentucky","Georgetown","KY",38.221179,-84.55465
"41701","AYEC4878","2015-001-502995","Female","Korean","Year","Seoul","37.5665","126.978","South Korea","Kentucky","Hazard","KY",37.274854,-83.19061
"42103","QVQT1217","2015-001-503899","Male","Arabic","Summer","Marrakesh","31.6295","7.9811","Morocco","Kentucky","Bowling Green","KY",36.969761,-86.38247
"42301","KQWM6493","2015-001-501491","Female","Arabic","Summer","Marrakesh","31.6295","7.9811","Morocco","Kentucky","Owensboro","KY",37.753347,-87.17419
"42303","TSFT5321","2015-001-502104","Male","Korean","Summer","Seoul","37.5665","126.978","South Korea","Kentucky","Owensboro","KY",37.758568,-87.08714
"42303","QATP7379","2015-001-501825","Male","Korean","Summer","Seoul","37.5665","126.978","South Korea","Kentucky","Owensboro","KY",37.758568,-87.08714
"43017","RQRX5597","2015-001-503599","Male","Chinese","Summer","Suzhou","31.299","120.5853","China","Ohio","Dublin","OH",40.109478,-83.12713
"43220","CTVT7119","2015-001-502370","Female","Russian","Year","Chisinau","47.0105","28.8638","Moldova","Ohio","Columbus","OH",40.047273,-83.06986
"44028","MNPJ1665","2015-001-501430","Female","Russian","Year","Chisinau","47.0105","28.8638","Moldova","Ohio","Columbia Station","OH",41.316001,-81.93433
"44028","TMBW5878","2015-001-501224","Male","Chinese","Year","Beijing","39.9042","116.4074","China","Ohio","Columbia Station","OH",41.316001,-81.93433
"44124","NDRH3926","2015-001-502578","Male","Chinese","Summer","Suzhou","31.299","120.5853","China","Ohio","Cleveland","OH",41.513752,-81.47281
"44139","MRZU4955","2015-001-503542","Male","Chinese","Summer","Shanghai","31.2304","121.4737","China","Ohio","Solon","OH",41.388387,-81.44365
"44333","NKXW2625","2015-001-511300","Female","Russian","Summer","Moscow","55.7558","37.6173","Russia","Ohio","Akron","OH",41.144661,-81.61948
"44844","ZBVX6729","2015-001-500505","Male","Russian","Summer","Chisinau","47.0105","28.8638","Moldova","Ohio","McCutchenville","OH",40.990406,-83.26087
"44844","CBPM3971","2015-001-501815","Male","Korean","Summer","Seoul","37.5665","126.978","South Korea","Ohio","McCutchenville","OH",40.990406,-83.26087
"45174","VMJR5794","2015-001-503093","Male","Turkish","Summer","Bursa","40.1885","29.061","Turkey","Ohio","Terrace Park","OH",39.161061,-84.30808
"45220","NBBZ1812","2015-001-501664","Male","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Ohio","Cincinnati","OH",39.14426,-84.51986
"45236","VAEQ4629","2015-001-502405","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Ohio","Cincinnati","OH",39.205109,-84.39512
"45243","MJNV6161","2015-001-501932","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Ohio","Cincinnati","OH",39.18466,-84.36014
"45387","FSFG6273","2015-001-500508","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Ohio","Yellow Springs","OH",39.797227,-83.89239
"45701","HPED7441","2015-001-503188","Female","Persian (Tajik)","Summer","Dushanbe","38.5598","68.787","Tajikistan","Ohio","Athens","OH",39.322847,-82.09728
"45750","QZGB4313","2015-001-502284","Female","Chinese","Summer","Suzhou","31.299","120.5853","China","Ohio","Marietta","OH",39.426551,-81.44373
"46220","REDX1175","2015-001-503205","Male","Korean","Summer","Songdo","37.3839","126.6439","South Korea","Indiana","Indianapolis","IN",39.866913,-86.12323
"46236","JPST2377","2015-001-503869","Female","Chinese","Summer","Deyang","31.1269","104.3979","China","Indiana","Indianapolis","IN",39.888225,-85.97041
"46256","JFNY2958","2015-001-503597","Female","Turkish","Summer","Ankara","39.9334","32.8597","Turkey","Indiana","Indianapolis","IN",39.907838,-86.01405
"46256","KCCC1674","2015-001-500580","Female","Hindi","Summer","Indore","22.7196","75.8577","India","Indiana","Indianapolis","IN",39.907838,-86.01405
"46260","RJHM9753","2015-001-503178","Male","Chinese","Summer","Shanghai","31.2304","121.4737","China","Indiana","Indianapolis","IN",39.898107,-86.18232
"47201","WAHZ6327","2015-001-501479","Female","Turkish","Year","Izmir","38.4237","27.1428","Turkey","Indiana","Columbus","IN",39.185341,-85.9456
"47546","ESPJ1593","2015-001-502460","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Indiana","Jasper","IN",38.408794,-86.93876
"48036","TGMG4219","2015-001-501906","Female","Chinese","Year","Kaohsiung","22.6273","120.3014","Taiwan","Michigan","Clinton Township","MI",42.587117,-82.89837
"48044","BGRK1933","2015-001-502098","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Michigan","Macomb","MI",42.650265,-82.93416
"48051","GQKA7194","2015-001-502458","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Michigan","New Baltimore","MI",42.682081,-82.83068
"48103","DXNE5397","2015-001-500993","Female","Turkish","Year","Izmir","38.4237","27.1428","Turkey","Michigan","Ann Arbor","MI",42.280887,-83.79147
"48103","RPYM7938","2015-001-501836","Female","Russian","Summer","Kirov","58.4199","50.2097","Russia","Michigan","Ann Arbor","MI",42.280887,-83.79147
"48183","RUAE9442","2015-001-501418","Female","Arabic","Summer","Marrakesh","31.6295","7.9811","Morocco","Michigan","Trenton","MI",42.137071,-83.21446
"48381","JVWD3187","2015-001-501008","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Michigan","Milford","MI",42.571402,-83.59318
"49024","JTQB1233","2015-001-502111","Female","Chinese","Year","Beijing","39.9042","116.4074","China","Michigan","Portage","MI",42.216541,-85.61773
"49456","JWXD9528","2015-001-503179","Female","Chinese","Summer","Nanjing","32.0603","118.7969","China","Michigan","Spring Lake","MI",43.08767,-86.19345
"50010","ATVT6964","2015-001-501221","Female","Arabic","Summer","Marrakesh","31.6295","7.9811","Morocco","Iowa","Ames","IA",42.02933,-93.60966
"50265","ZWTZ2533","2015-001-500603","Female","Chinese","Summer","Suzhou","31.299","120.5853","China","Iowa","West Des Moines","IA",41.570916,-93.73568
"52002","QQPH5733","2015-001-503367","Male","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Iowa","Dubuque","IA",42.50963,-90.75329
"52077","HXAT3756","2015-001-502247","Male","Chinese","Summer","Deyang","31.1269","104.3979","China","Iowa","Volga","IA",42.815385,-91.55738
"52172","WDVH1984","2015-001-502300","Female","Chinese","Summer","Jiaxing","30.7539","120.7585","China","Iowa","Waukon","IA",43.265791,-91.47755
"52405","TGSG4195","2015-001-501080","Female","Chinese","Summer","Shanghai","31.2304","121.4737","China","Iowa","Cedar Rapids","IA",41.980283,-91.70835
"52722","XART9568","2015-001-511273","Female","Chinese","Summer","Harbin","45.8038","126.535","China","Iowa","Bettendorf","IA",41.551883,-90.48975
"53012","PRGN8298","2015-001-502916","Female","Hindi","Summer","Pune","18.5204","73.8567","India","Wisconsin","Cedarburg","WI",43.305412,-87.99794
"53086","FTBG2181","2015-001-502886","Male","Chinese","Summer","Shanghai","31.2304","121.4737","China","Wisconsin","Slinger","WI",43.33278,-88.27907
"53118","WRFA1414","2015-001-503841","Female","Chinese","Summer","Xiamen","24.4798","118.0894","China","Wisconsin","Dousman","WI",42.991622,-88.47085
"53154","MAHZ5321","2015-001-500730","Male","Chinese","Summer","Deyang","31.1269","104.3979","China","Wisconsin","Oak Creek","WI",42.884347,-87.8992
"53154","JJKF2562","2015-001-502506","Male","Chinese","Year","Beijing","39.9042","116.4074","China","Wisconsin","Oak Creek","WI",42.884347,-87.8992
"53210","VWDA7276","2015-001-502918","Female","Chinese","Year","Changzhou","31.8112","119.9741","China","Wisconsin","Milwaukee","WI",43.068962,-87.97423
"53211","URSH4999","2015-001-503034","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Wisconsin","Milwaukee","WI",43.083012,-87.8859
"53212","TRNA5744","2015-001-502076","Female","Hindi","Summer","Indore","22.7196","75.8577","India","Wisconsin","Milwaukee","WI",43.072062,-87.9103
"53217","UTUH7927","2015-001-501730","Female","Hindi","Summer","Pune","18.5204","73.8567","India","Wisconsin","Milwaukee","WI",43.14351,-87.90894
"53521","YQCZ4112","2015-001-500475","Female","Arabic","Summer","Muscat","23.5859","58.4059","Oman","Wisconsin","Brooklyn","WI",42.839241,-89.40088
"53536","MKJP3197","2015-001-502991","Female","Hindi","Summer","Indore","22.7196","75.8577","India","Wisconsin","Evansville","WI",42.772516,-89.2802
"53593","MMZS4667","2015-001-503530","Male","Korean","Summer","Jeonju","35.8242","127.148","South Korea","Wisconsin","Verona","WI",42.988593,-89.55543
"53593","VSMM8139","2015-001-502298","Female","Arabic","Summer","Amman","31.9454","35.9284","Jordan","Wisconsin","Verona","WI",42.988593,-89.55543
"53805","WNTR7544","2015-001-502219","Female","Hindi","Summer","Pune","18.5204","73.8567","India","Wisconsin","Boscobel","WI",43.136963,-90.69831
"53955","JYUT8368","2015-001-501057","Female","Russian","Summer","Chisinau","47.0105","28.8638","Moldova","Wisconsin","Poynette","WI",43.404191,-89.4171
"53959","AADR1147","2015-001-501677","Male","Chinese","Summer","Zhuhai","22.271","113.5767","China","Wisconsin","Reedsburg","WI",43.53414,-89.99183
"54476","MYTV6667","2015-001-501790","Male","Chinese","Summer","Jiaxing","30.7539","120.7585","China","Wisconsin","Schofield","WI",44.903194,-89.57937
"54914","RKPC6459","2015-001-502223","Female","Hindi","Summer","Indore","22.7196","75.8577","India","Wisconsin","Appleton","WI",44.267411,-88.4383
"55009","MNYP8185","2015-001-502906","Female","Arabic","Summer","Muscat","23.5859","58.4059","Oman","Minnesota","Cannon Falls","MN",44.493575,-92.89402
"55079","VWRC6167","2015-001-503351","Female","Chinese","Summer","Zhuhai","22.271","113.5767","China","Minnesota","Stacy","MN",45.403157,-93.02829
"55104","MWMW9782","2015-001-501999","Female","Korean","Summer","Seoul","37.5665","126.978","South Korea","Minnesota","Saint Paul","MN",44.953665,-93.15922
"55113","EGXG5289","2015-001-502243","Female","Korean","Summer","Songdo","37.3839","126.6439","South Korea","Minnesota","Saint Paul","MN",45.011215,-93.15536
"55129","MRSS8589","2015-001-503186","Male","Turkish","Summer","Bursa","40.1885","29.061","Turkey","Minnesota","Saint Paul","MN",44.896938,-92.90241
"55129","MPGM6874","2015-001-501129","Female","Arabic","Year","Rabat","33.9716","6.8498","Morocco","Minnesota","Saint Paul","MN",44.896938,-92.90241
"55129","YRKZ8837","2015-001-502594","Male","Hindi","Summer","Pune","18.5204","73.8567","India","Minnesota","Saint Paul","MN",44.896938,-92.90241
"55346","ZTAU6794","2015-001-503634","Male","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Minnesota","Eden Prairie","MN",44.880435,-93.4869
"55346","BMKR6369","2015-001-501076","Female","Chinese","Summer","Hangzhou","30.2741","120.1551","China","Minnesota","Eden Prairie","MN",44.880435,-93.4869
"55409","NSXA6276","2015-001-502435","Male","Chinese","Year","Beijing","39.9042","116.4074","China","Minnesota","Minneapolis","MN",44.924115,-93.28362
"55433","GZFQ4666","2015-001-501165","Female","Chinese","Summer","Xiamen","24.4798","118.0894","China","Minnesota","Minneapolis","MN",45.163848,-93.3195
"55434","KEPH9863","2015-001-503479","Female","Arabic","Summer","Muscat","23.5859","58.4059","Oman","Minnesota","Minneapolis","MN",45.164248,-93.2531
"55443","BQFU3964","2015-001-501240","Male","Korean","Summer","Seoul","37.5665","126.978","South Korea","Minnesota","Minneapolis","MN",45.108581,-93.33988
"56560","PZMY9995","2015-001-503144","Female","Chinese","Year","Beijing","39.9042","116.4074","China","Minnesota","Moorhead","MN",46.861413,-96.75367
"57055","KACJ2633","2015-001-501775","Male","Chinese","Summer","Nanjing","32.0603","118.7969","China","South Dakota","Renner","SD",43.668009,-96.73032
"57754","RNGS3333","2015-001-501513","Female","Hindi","Year","Indore","22.7196","75.8577","India","South Dakota","Lead","SD",44.312922,-103.83118
"57783","VNNN1999","2015-001-500980","Male","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","South Dakota","Spearfish","SD",44.48837,-103.87853
"59715","KXGU1917","2015-001-501006","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Montana","Bozeman","MT",45.707153,-110.9878
"59715","HSVV9152","2015-001-503440","Male","Hindi","Summer","Indore","22.7196","75.8577","India","Montana","Bozeman","MT",45.707153,-110.9878
"59715","MASP1833","2015-001-502155","Female","Arabic","Summer","Muscat","23.5859","58.4059","Oman","Montana","Bozeman","MT",45.707153,-110.9878
"59802","CGJU1653","2015-001-503890","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Montana","Missoula","MT",46.896821,-113.95551
"59803","ACRF5361","2015-001-500469","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Montana","Missoula","MT",46.790915,-114.00439
"59803","ZSPU3827","2015-001-502429","Female","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Montana","Missoula","MT",46.790915,-114.00439
"60005","SBKA3687","2015-001-503913","Male","Arabic","Summer","Rabat","33.9716","6.8498","Morocco","Illinois","Arlington Heights","IL",42.069327,-87.98464
"60010","UFEN6829","2015-001-501736","Female","Chinese","Year","Beijing","39.9042","116.4074","China","Illinois","Barrington","IL",42.160791,-88.15231
"60010","SDCQ7991","2015-001-502268","Male","Chinese","Summer","Xiamen","24.4798","118.0894","China","Illinois","Barrington","IL",42.160791,-88.15231
"60014","DCSP8459","2015-001-502366","Male","Chinese","Summer","Suzhou","31.299","120.5853","China","Illinois","Crystal Lake","IL",42.226623,-88.33066
"60047","JFKK7112","2015-001-501568","Male","Chinese","Summer","Shanghai","31.2304","121.4737","China","Illinois","Lake Zurich","IL",42.199957,-88.05859
"60067","MFYR7152","2015-001-502091","Male","Chinese","Summer","Zhuhai","22.271","113.5767","China","Illinois","Palatine","IL",42.10979,-88.04917
"60077","GTJP9414","2015-001-500985","Male","Turkish","Summer","Ankara","39.9334","32.8597","Turkey","Illinois","Skokie","IL",42.033313,-87.75764
"60089","YXYJ4626","2015-001-502131","Male","Korean","Summer","Seoul","37.5665","126.978","South Korea","Illinois","Buffalo Grove","IL",42.167638,-87.96393
"60098","DZVC9854","2015-001-500513","Female","Korean","Summer","Songdo","37.3839","126.6439","South Korea","Illinois","Woodstock","IL",42.316121,-88.43884
"60110","TUAN2995","2015-001-503297","Male","Chinese","Summer","Deyang","31.1269","104.3979","China","Illinois","Carpentersville","IL",42.121188,-88.27227
"60201","JSBP5939","2015-001-501630","Male","Chinese","Summer","Shanghai","31.2304","121.4737","China","Illinois","Evanston","IL",42.056391,-87.69684
"60302","FWXH6746","2015-001-502794","Female","Chinese","Summer","Jiaxing","30.7539","120.7585","China","Illinois","Oak Park","IL",41.893941,-87.78899
"60305","YSXK6323","2015-001-501653","Female","Russian","Summer","Narva","59.3797","28.1791","Estonia","Illinois","River Forest","IL",41.893031,-87.81718
"60404","SDHP3493","2015-001-502124","Female","Korean","Summer","Songdo","37.3839","126.6439","South Korea","Illinois","Shorewood","IL",41.51,-88.21
"60422","FPVE9865","2015-001-503012","Female","Hindi","Summer","Indore","22.7196","75.8577","India","Illinois","Flossmoor","IL",41.539384,-87.68424
"60478","JGDF9353","2015-001-509651","Male","Chinese","Summer","Jiaxing","30.7539","120.7585","China","Illinois","Country Club Hills","IL",41.561134,-87.72398
"60502","AKBW3133","2015-001-501020","Female","Chinese","Summer","Shanghai","31.2304","121.4737","China","Illinois","Aurora","IL",41.77,-88.25
"60515","VNNK4428","2015-001-502739","Female","Chinese","Summer","Zhuhai","22.271","113.5767","China","Illinois","Downers Grove","IL",41.80348,-88.01827
"60540","ZCZQ9491","2015-001-503784","Female","Korean","Summer","Jeonju","35.8242","127.148","South Korea","Illinois","Naperville","IL",41.764779,-88.14579
"60543","TPGJ1288","2015-001-500606","Female","Chinese","Summer","Zhuhai","22.271","113.5767","China","Illinois","Oswego","IL",41.684896,-88.34177
"60550","CXSS2947","2015-001-500532","Female","Russian","Summer","Narva","59.3797","28.1791","Estonia","Illinois","Shabbona","IL",41.769322,-88.86858
"60565","QYYV8686","2015-001-502161","Male","Russian","Summer","Chisinau","47.0105","28.8638","Moldova","Illinois","Naperville","IL",41.728738,-88.12824
"60565","ZZNK4863","2015-001-503856","Female","Russian","Summer","Kirov","58.4199","50.2097","Russia","Illinois","Naperville","IL",41.728738,-88.12824
"60605","PCPD7515","2015-001-502803","Female","Chinese","Summer","Nanjing","32.0603","118.7969","China","Illinois","Chicago","IL",41.860019,-87.6187
"60620","YYQH7122","2015-001-502879","Female","Arabic","Year","Marrakesh","31.6295","7.9811","Morocco","Illinois","Chicago","IL",41.740483,-87.65282
